D2BHa D2BHd D2BCJ D2AHa D2AHd D2ACJ D2temp D2Voltage D3BHa D3BHd D3BCJ D3AHa D3AHd D3ACJ D3temp D3Voltage 日期 时间 
189.1826 -2.5273 0 188.0697 -2.5286 0 24.3125 23.6314 185.9325 -4.8681 -2.3408 188.8196 -1.2563 1.2723 44.875 23.395 10-Dec-2019 13:56:31
189.1838 -2.5261 0 188.0663 -2.5321 0 24.3125 23.6314 185.8995 -4.901 -2.375 188.8311 -1.2449 1.2872 45.0625 23.395 10-Dec-2019 13:56:37
189.1869 -2.523 0 188.0693 -2.529 0 24.3125 23.6314 185.8598 -4.9407 -2.4177 188.8211 -1.2549 1.2742 45.1875 23.395 10-Dec-2019 13:56:43
189.182 -2.5279 0 188.0645 -2.5339 0 24.3125 23.6314 185.8238 -4.9768 -2.4489 188.8147 -1.2612 1.2727 45.3125 23.395 10-Dec-2019 13:56:49
189.1815 -2.5283 0 188.064 -2.5343 0 24.3125 23.6223 185.7899 -5.0107 -2.4823 188.8256 -1.2504 1.284 45.5 23.395 10-Dec-2019 13:56:55
189.1795 -2.5304 0 188.0619 -2.5364 0 24.3125 23.6314 185.7544 -5.0462 -2.5158 188.8199 -1.256 1.2804 45.625 23.395 10-Dec-2019 13:57:01
189.1811 -2.5287 0 188.0636 -2.5348 0 24.3125 23.6223 185.7213 -5.0793 -2.5505 188.8317 -1.2442 1.2905 45.8125 23.395 10-Dec-2019 13:57:07
189.1796 -2.5303 0 188.0621 -2.5363 0 24.3125 23.6223 185.6898 -5.1108 -2.5805 188.8302 -1.2458 1.2905 45.9375 23.3859 10-Dec-2019 13:57:13
189.176 -2.5339 0 188.0585 -2.5399 0 24.3125 23.6314 185.6526 -5.148 -2.6141 188.823 -1.2529 1.2869 46.0625 23.395 10-Dec-2019 13:57:19
189.1749 -2.535 0 188.0574 -2.541 0 24.3125 23.6314 185.6182 -5.1824 -2.6474 188.8186 -1.2573 1.2837 46.25 23.3859 10-Dec-2019 13:57:26
189.1757 -2.5342 0 188.0582 -2.5402 0 24.3125 23.6223 185.5853 -5.2152 -2.6811 188.8159 -1.26 1.2802 46.375 23.3859 10-Dec-2019 13:57:32
189.1749 -2.535 0 188.0574 -2.541 0 24.3125 23.6314 185.5509 -5.2497 -2.7147 188.8268 -1.2492 1.2918 46.5 23.3859 10-Dec-2019 13:57:38
189.1707 -2.5392 0 188.0532 -2.5452 0 24.3125 23.6223 185.5198 -5.2808 -2.7416 188.8259 -1.2501 1.2951 46.625 23.3859 10-Dec-2019 13:57:44
189.17 -2.5398 0 188.0525 -2.5459 0 24.3125 23.6314 185.4859 -5.3147 -2.7748 188.8223 -1.2537 1.2922 46.75 23.3859 10-Dec-2019 13:57:50
189.1682 -2.5417 0 188.0507 -2.5477 0 24.3125 23.6223 185.4512 -5.3493 -2.8076 188.8179 -1.258 1.2897 46.9375 23.3859 10-Dec-2019 13:57:56
189.1705 -2.5394 0 188.053 -2.5454 0 24.3125 23.6314 185.4205 -5.3801 -2.8407 188.8175 -1.2585 1.2869 47 23.3859 10-Dec-2019 13:58:02
189.165 -2.5448 0 188.0475 -2.5509 0 24.3125 23.6314 185.386 -5.4146 -2.8698 188.8134 -1.2626 1.2883 47.1875 23.3859 10-Dec-2019 13:58:08
189.1695 -2.5404 0 188.052 -2.5464 0 24.3125 23.6314 185.3571 -5.4435 -2.9031 188.815 -1.2609 1.2854 47.3125 23.3768 10-Dec-2019 13:58:14
189.1699 -2.5399 0 188.0524 -2.546 0 24.3125 23.6314 185.3246 -5.476 -2.9361 188.8129 -1.263 1.2829 47.375 23.3768 10-Dec-2019 13:58:20
189.1671 -2.5428 0 188.0495 -2.5488 0 24.3125 23.6314 185.2921 -5.5085 -2.9657 188.8109 -1.265 1.2838 47.5625 23.3768 10-Dec-2019 13:58:27
189.1644 -2.5455 0 188.0469 -2.5515 0 24.3125 23.6314 185.2516 -5.549 -3.0035 188.8104 -1.2655 1.286 47.625 23.3768 10-Dec-2019 13:58:33
