D2BHa D2BHd D2BCJ D2AHa D2AHd D2ACJ D2temp D2Voltage D3BHa D3BHd D3BCJ D3AHa D3AHd D3ACJ D3temp D3Voltage 日期 时间 
154.3035 -108.3273 0 153.2294 -108.332 0 24.8125 23.6223 350.6969 -0.030121 108.2972 350.0915 0.025726 108.3577 24.75 23.4859 23-Dec-2019 15:12:37
154.3821 -108.2487 0 153.308 -108.2534 0 24.8125 23.6223 350.7811 0.054016 108.3027 350.1756 0.10989 108.3633 24.75 23.4859 23-Dec-2019 15:13:08
154.409 -108.2218 0 153.3348 -108.2265 0 24.8125 23.6223 350.8031 0.07605 108.2979 350.1977 0.13193 108.3584 24.75 23.4859 23-Dec-2019 15:13:39
154.2744 -108.3564 0 153.2002 -108.3611 0 24.8125 23.6223 350.6655 -0.061523 108.2949 350.06 -0.0057068 108.3554 24.75 23.4859 23-Dec-2019 15:14:10
154.3532 -108.2776 0 153.273 -108.2883 0 24.75 23.6223 350.7339 0.0068359 108.2844 350.1284 0.062683 108.351 24.75 23.4768 23-Dec-2019 15:14:41
154.2494 -108.3814 0 153.1752 -108.3861 0 24.8125 23.6223 350.6375 -0.0896 108.2918 350.032 -0.033783 108.3523 24.75 23.4768 23-Dec-2019 15:15:12
154.3217 -108.3091 0 153.2475 -108.3138 0 24.75 23.6223 350.7126 -0.014465 108.2947 350.1071 0.041382 108.3551 24.75 23.4768 23-Dec-2019 15:15:43
154.2809 -108.3499 0 153.2007 -108.3606 0 24.75 23.6314 350.6751 -0.051941 108.2979 350.0696 0.0039063 108.3645 24.75 23.4859 23-Dec-2019 15:16:14
154.2891 -108.3417 0 153.215 -108.3463 0 24.75 23.6223 350.6764 -0.050659 108.291 350.0709 0.005188 108.3515 24.75 23.4859 23-Dec-2019 15:16:46
154.3229 -108.308 0 153.2427 -108.3186 0 24.75 23.6223 350.7152 -0.011841 108.2961 350.1097 0.044006 108.3626 24.75 23.4859 23-Dec-2019 15:17:17
